values generated,nbinom_single,nbinom_array,nbinom_manual
1,0.08051030400019954,0.07875590100229601,0.0006604959999094717
10,0.8021602999979223,0.08388628999819048,0.0028154780011391267
100,8.103512295998371,0.10646261900183163,0.025293362999946112
1000,81.89237720700112,0.292869630997302,0.24092803500025184
10000,834.116855289998,2.056686568001169,2.4810998499997368
